Name,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,,,,,,,,,,,,,,,,,,,,
Shilpa Medicare,970,-0.54%,975.5,"4,74,045","9,485.72",106.41,47.58,980,519.5,49.06%,50.39%,80.38%,130.16%,80.36%,4.02,0.10%,-1.74%,6.09%,4.2,730.02,771.31,78.7,,,,,,,,,,,,,,,,,,,,
Shipping Corporation of India,206.59,-1.88%,212,"28,49,377","9,622.94",11.62,26.99,384.2,138.26,19.24%,37.34%,-20.48%,94.35%,345.72%,1.18,3.13%,12.61%,8.89%,17.15,183.42,205.7,71.79,,,,,,,,,,,,,,,,,,,,
Shiv Aum Steels,280.5,-,-,-,381.49,39.07,35.81,303,237.5,7.88%,7.88%,-6.50%,44.59%,569.45%,3.29,-,14.95%,18.13%,7.69,281.93,-,60.87,,,,,,,,,,,,,,,,,,,,
Shiva Mills,78.22,-2.48%,80.93,"11,259",67.6,-,21.41,116.19,65.35,0.67%,3.96%,-15.81%,-13.09%,225.24%,0.75,-,-3.38%,-3.23%,-,75.36,87.32,55.35,,,,,,,,,,,,,,,,,,,,
Shiva Texyarn,207.99,-1.42%,208.99,"6,716",269.61,23.62,23.14,299,164.51,7.31%,16.74%,12.55%,22.42%,122.21%,2.1,0.31%,-8.74%,-1.30%,-,200.69,209.23,50.01,,,,,,,,,,,,,,,,,,,,
Shivalic Power Control,121,2.24%,123,"34,200",291.8,-,44.35,396.75,103.9,-8.75%,-0.12%,-62.95%,-62.95%,-62.95%,-,-,-,39.26%,-,124.91,189.02,48.55,,,,,,,,,,,,,,,,,,,,
Shivalik Bimetal Controls,500.75,0.70%,497.25,"56,469","2,884.53",37.21,17.48,729.8,342,12.96%,13.69%,-10.66%,92.69%,523.83%,7.07,0.54%,29.79%,32.36%,14.03,459.21,536.93,50.92,,,,,,,,,,,,,,,,,,,,
Shivalik Rasayan,556,0.76%,553.1,"23,051",865.16,52.03,40.46,879.05,500,-3.76%,-6.39%,-3.24%,-24.42%,-41.77%,1.62,0.09%,7.12%,5.79%,7.65,590.2,634.14,38.14,,,,,,,,,,,,,,,,,,,,
Shivam Autotech,32.87,-2.14%,33.59,"52,769",401.74,-,46.65,64.77,24.8,18.24%,11.96%,-20.20%,12.38%,126.38%,13.91,-,-,4.59%,-,29.4,38.42,58.16,,,,,,,,,,,,,,,,,,,,
Shoppers Stop,512.2,-1.45%,522.5,"17,547","5,637.23",493.89,35.08,943.4,467.15,2.09%,6.35%,-31.95%,15.49%,196.27%,17.78,-,25.63%,12.59%,4.13,517.89,620.31,51.2,,,,,,,,,,,,,,,,,,,,
Shradha Infraprojects,77.96,2.75%,74.6,"46,944",394.66,20.84,27.46,103.21,34.8,22.44%,43.31%,109.12%,769.12%,1659.82%,2.52,0.66%,-,19.01%,-,61.71,68.09,75.41,,,,,,,,,,,,,,,,,,,,
Shree Cement,"29,745.00",-0.28%,"29,985.00","31,817","1,07,322.18",95.83,54.95,"31,920.00","23,500.00",-1.29%,8.04%,8.01%,55.44%,32.83%,5,0.37%,11.55%,14.74%,582.58,"30,327.37","27,280.33",44.9,,,,,,,,,,,,,,,,,,,,
Shree Digvijay Cement Company,78.39,-0.77%,79.4,"1,18,480","1,158.72",46.42,54.95,118.8,63.55,1.19%,13.41%,-29.53%,29.25%,79.59%,3.2,1.90%,23.01%,30.31%,5.55,77.67,82.93,45.84,,,,,,,,,,,,,,,,,,,,
Shree Karni Fabcom,563,-1.75%,573,"1,800",398.15,27.42,35.08,852.9,490.35,2.93%,-20.25%,-8.75%,106.23%,106.23%,3.94,-,-,23.88%,-,577.87,671.75,46.5,,,,,,,,,,,,,,,,,,,,
Shree OSFM e-Mobility,115.9,-0.47%,111.55,"16,000",178.53,-,35.52,215,82.7,-0.69%,23.30%,-28.76%,69.82%,69.82%,-,-,15.11%,16.61%,-,109.04,132.31,56.91,,,,,,,,,,,,,,,,,,,,
Shree Pushkar Chemicals,319.25,-4.69%,336.75,"89,846","1,032.38",18.45,31.75,384.8,190.47,27.88%,10.33%,65.06%,32.30%,222.80%,2.01,0.45%,-,9.69%,-,271.75,283.26,73.53,,,,,,,,,,,,,,,,,,,,
Shree Ram Proteins,0.57,-5.00%,0.61,"38,05,793",24.42,-,20.31,1.95,0.6,-43.56%,-48.65%,-45.71%,-94.06%,-73.61%,0.55,-,-,14.94%,-,0.97,1.17,20.51,,,,,,,,,,,,,,,,,,,,
Shree Rama Multi-Tech,46.77,1.15%,46.6,"3,79,105",624.23,12.04,24.63,55.65,23.45,41.13%,34.55%,98.94%,340.40%,872.35%,4.03,-,-,9.63%,-,37.02,36.82,70.71,,,,,,,,,,,,,,,,,,,,
Shree Rama Newsprint & Papers,37.29,-2.02%,37.29,"1,70,800",550.11,-,35.52,44.78,14.5,4.63%,56.61%,86.73%,139.81%,208.18%,-39.85,-,-,0.69%,-,37.54,24.82,49.54,,,,,,,,,,,,,,,,,,,,
Shree Renuka Sugars,33.82,-2.42%,34.93,"48,21,706","7,198.55",-,20.08,56.5,24.71,16.90%,20.92%,-23.41%,-28.87%,353.96%,-2.75,-,22.33%,20.90%,-,30.3,37.66,67.43,,,,,,,,,,,,,,,,,,,,
Shree Tirupati Balajee,501.15,-,-,-,507.67,35.39,24.63,999.85,452.95,-25.53%,-41.35%,-7.37%,825.48%,1496.02%,5.51,-,-,24.60%,-,712.76,774.14,28.65,,,,,,,,,,,,,,,,,,,,
Shree Tirupati Balajee Agro,49.35,-1.93%,50.35,"1,09,104",402.55,16.16,24.63,99.22,38.55,9.50%,-7.17%,-47.78%,-47.78%,-47.78%,1.4,-,-,26.68%,-,46.38,-,56.74,,,,,,,,,,,,,,,,,,,,
Shree Vasu Logistics,800,-0.49%,766.4,"3,792",919.5,423.11,35.52,855.7,198.8,43.04%,88.15%,266.17%,529.92%,529.92%,26.94,-,-,13.65%,-,579.53,404.74,82.9,,,,,,,,,,,,,,,,,,,,
ShreeOswal Seeds And Chemicals,14.31,-,14.31,"27,133",130.89,36.69,35.52,40.8,11.64,2.07%,-6.71%,-45.92%,-7.80%,165.00%,2.99,-,-,1.45%,-,14.16,19.52,52.37,,,,,,,,,,,,,,,,,,,,
Shrenik,0.63,1.61%,0.62,"2,51,740",38.56,-,35.81,1.45,0.55,1.61%,-1.56%,-31.52%,-70.00%,-83.33%,-0.22,-,-,137.25%,-,0.64,0.73,42.12,,,,,,,,,,,,,,,,,,,,
Shreyans Industries,233.8,1.94%,229.62,"32,455",323.23,6.31,28.98,347,164.11,29.41%,34.19%,-6.05%,148.20%,175.38%,0.75,2.17%,22.83%,27.58%,50.23,192.94,220.23,71.24,,,,,,,,,,,,,,,,,,,,
Shri Ahimsa Naturals,150,-1.45%,154,"13,200",349.95,16.21,36.4,173,126.5,-1.96%,2.04%,2.04%,2.04%,2.04%,2.3,-,-,30.18%,-,-,-,53.09,,,,,,,,,,,,,,,,,,,,
Shri Techtex,80.1,-2.32%,82,"16,000",199.85,13.95,35.08,87.85,56,-1.11%,14.43%,26.64%,-5.99%,-5.99%,2.08,-,30.24%,20.79%,4.92,78.26,70.02,51.61,,,,,,,,,,,,,,,,,,,,
Shriram Finance,669.95,-2.35%,689,"38,02,481","1,25,976.32",15.53,32.57,"2,732.15",493.35,3.72%,5.18%,30.50%,195.42%,400.45%,2.28,1.44%,14.88%,10.64%,201.17,654.37,625.5,64.05,,,,,,,,,,,,,,,,,,,,
Shriram Pistons & Rings,"2,460.60",-2.29%,"2,568.70","79,660","10,838.90",21.87,46.65,"2,580.00","1,662.55",9.04%,35.94%,24.52%,623.71%,734.10%,4.65,0.40%,21.71%,26.55%,103.54,"2,122.17","2,073.07",66.72,,,,,,,,,,,,,,,,,,,,
Shriram Properties,98.04,-1.15%,99.7,"12,32,584","1,670.14",21.9,27.46,147.6,63.13,25.61%,44.84%,-14.32%,49.22%,-1.57%,1.25,-,5.69%,13.53%,4.43,82.1,98.34,72.48,,,,,,,,,,,,,,,,,,,,
Shubhlaxmi Jewel Art,16.6,-,-,-,14.61,16.12,35.81,43.65,14.5,9.93%,-23.50%,-52.30%,-46.19%,-31.40%,0.7,-,-,11.49%,-,17.5,26.54,43.23,,,,,,,,,,,,,,,,,,,,
Shubhshree Biofuels Energy,372,0.27%,372,"1,200",195,24.03,35.52,449,179.55,-2.13%,18.62%,87.45%,87.45%,87.45%,6.43,-,-,63.12%,-,352.06,-,51.68,,,,,,,,,,,,,,,,,,,,
Shyam Century Ferrous,7.44,-,7.58,"1,08,727",157.86,-,17.48,20.29,6.73,-6.53%,-5.34%,-58.96%,-66.03%,101.08%,0.95,-,-,0.18%,-,8.38,12.39,30.21,,,,,,,,,,,,,,,,,,,,
Shyam Metalics & Energy,852.05,-0.71%,858,"2,74,899","23,783.43",26.39,30.86,956.9,628.25,-4.50%,4.04%,33.02%,174.02%,126.52%,2.27,0.52%,11.24%,9.98%,39.63,880.25,830.74,50.7,,,,,,,,,,,,,,,,,,,,
Shyam Telecom,13.59,2.57%,13.26,390,15.32,-,35.81,35,11.49,17.56%,-0.80%,-7.11%,120.98%,130.34%,-0.54,-,-,-98.02%,-,13.03,16.98,54.67,,,,,,,,,,,,,,,,,,,,
Siddhika Coatings,196.9,-,-,-,121.66,14.97,35.52,355.35,116.85,8.66%,16.82%,-31.56%,124.39%,245.74%,3.15,1.68%,-,28.74%,-,176.54,157.42,57.05,,,,,,,,,,,,,,,,,,,,
Siemens,"3,266.50",-2.49%,"3,350.00","2,72,833","1,16,326.76",63.56,44.35,"4,041.62","2,269.90",12.80%,33.94%,-7.00%,175.89%,514.86%,9.69,0.36%,14.98%,22.43%,68.99,"2,993.39","3,163.72",68.88,,,,,,,,,,,,,,,,,,,,
Sigachi Industries,57.4,3.20%,55.75,"68,16,705","1,913.99",26.62,43.06,69.89,34,34.81%,51.49%,-12.17%,120.09%,-4.09%,3.11,-,16.22%,15.31%,1.81,44.3,47.75,78.05,,,,,,,,,,,,,,,,,,,,
Sigma Solve,370,-0.26%,370.95,"2,299",380.27,20.11,41.34,440,210.1,18.31%,47.62%,-6.86%,18.25%,18.25%,7.77,0.13%,-,75.48%,-,308.17,330.74,63.72,,,,,,,,,,,,,,,,,,,,
Signatureglobal,"1,283.80",-1.35%,"1,304.30","2,93,998","18,038.76",181.05,27.46,"1,647.00","1,010.80",7.36%,19.45%,-0.77%,179.97%,179.97%,25.17,-,-126.98%,1.76%,2.15,"1,171.80","1,277.10",67.33,,,,,,,,,,,,,,,,,,,,
Signet Industries,64.6,-0.77%,64.01,"6,837",190.16,12.17,35.81,95.4,39.99,20.93%,42.01%,-28.88%,73.89%,187.11%,0.81,0.77%,-,28.73%,-,55.64,63.1,59.83,,,,,,,,,,,,,,,,,,,,
Signoria Creation,123.9,5.00%,122,"11,000",58.95,-,35.08,177,60,82.21%,76.75%,-4.69%,-9.92%,-9.92%,-,-,-,17.20%,-,80.9,117.4,65.18,,,,,,,,,,,,,,,,,,,,
Signpost India,194.01,-1.46%,195.49,"1,06,957","1,036.98",31.03,35.52,403.3,181.42,-8.89%,-11.60%,-36.55%,-40.59%,-40.59%,4.77,0.25%,-,26.99%,-,220.85,266.18,41.64,,,,,,,,,,,,,,,,,,,,
SIKKO Industries,75.14,-1.53%,77.98,"1,40,991",164.11,38.93,40.46,124.9,60.65,-5.48%,-3.95%,-21.72%,157.15%,984.27%,2.05,-,-,23.14%,-,77.82,91.34,41.3,,,,,,,,,,,,,,,,,,,,
SIL Investments,605.45,-0.34%,605.9,"3,692",641.53,20.87,32.57,910,430,-2.02%,20.86%,25.59%,107.59%,431.33%,0.21,0.41%,-,1.73%,-,612.21,608.95,46.23,,,,,,,,,,,,,,,,,,,,
Silgo Retail,52.13,-2.01%,52.13,"4,157",96.42,21.98,39.14,60.39,26.21,2.16%,38.53%,52.20%,64.19%,97.46%,1.68,-,-,10.11%,-,50.32,42.36,55.79,,,,,,,,,,,,,,,,,,,,
Silkflex Polymers,106.8,4.86%,106.5,"42,000",123.96,16.89,35.81,114.5,50.65,30.01%,70.88%,99.07%,81.94%,81.94%,3.32,-,-,52.18%,-,82.88,80.75,58.73,,,,,,,,,,,,,,,,,,,,
Silly Monks Entertainment,15.83,-2.28%,16.74,"12,460",16.2,81,22.16,28.1,13.45,-5.27%,-8.60%,-14.66%,-10.56%,-32.35%,2.18,-,-,1.99%,-,16.34,20.59,43.83,,,,,,,,,,,,,,,,,,,,
Silver Touch Technologies,802.1,0.65%,804.85,"7,708","1,017.14",45.51,41.34,844.65,610,8.67%,23.93%,1.82%,182.98%,678.74%,7.55,-,10.21%,17.52%,14.13,741.98,708.39,56.39,,,,,,,,,,,,,,,,,,,,
Simbhaoli Sugars,19.04,4.96%,19.04,"18,980",78.6,8.18,20.08,37.38,12.12,39.18%,30.95%,-38.70%,-23.23%,139.50%,-0.49,-,205.99%,-101.32%,-,14.58,19.22,69.21,,,,,,,,,,,,,,,,,,,,
Simplex Infrastructures,287.65,-1.84%,291.15,"30,727","1,933.78",14.44,27.46,352,123.6,-0.76%,14.03%,119.18%,358.41%,920.04%,3.76,-,-,-6.92%,-,296.02,269.93,58.13,,,,,,,,,,,,,,,,,,,,
Sinclairs Hotels,89.88,-0.51%,90.34,"45,679",460.72,33.04,43.96,139.4,72.86,1.15%,4.45%,-23.56%,-33.10%,-33.10%,4.11,0.89%,19.15%,21.64%,3.69,90.74,98.18,49.87,,,,,,,,,,,,,,,,,,,,
Sindhu Trade Links,27.98,1.41%,27.54,"26,10,410","4,314.32",34.96,35.52,29.14,13,36.89%,108.03%,16.88%,18.31%,18.31%,2.65,-,-0.19%,5.60%,0.73,20.14,20.95,80.78,,,,,,,,,,,,,,,,,,,,
Sintercom,130,-0.92%,133.81,"4,747",357.86,546.71,46.65,186,109.99,0.36%,0.81%,-4.23%,47.14%,116.67%,3.86,-,1.14%,5.13%,0.44,126.97,140.95,53.45,,,,,,,,,,,,,,,,,,,,
Sirca Paints,382.1,-0.96%,386.8,"1,42,936","2,094.24",43.06,35.81,393.1,230.69,45.73%,55.70%,15.28%,76.79%,223.87%,6.04,0.39%,16.66%,22.34%,8.89,296.19,312.13,87.89,,,,,,,,,,,,,,,,,,,,
SIS,369.75,-0.54%,374.45,"66,602","5,330.28",20.47,35.52,459.9,287.9,11.40%,23.15%,-15.24%,-17.63%,0.33%,2.23,-,7.87%,14.07%,11.43,341.53,361.21,69.71,,,,,,,,,,,,,,,,,,,,
Siti Networks,0.52,1.96%,0.5,"4,79,715",45.35,-,22.16,1.14,0.46,6.12%,-10.34%,-17.46%,-70.29%,-69.41%,-0.04,-,-,15.53%,-,0.51,0.73,50.99,,,,,,,,,,,,,,,,,,,,
Siyaram Silk Mills,710.25,-2.37%,731.05,"64,580","3,222.41",16.73,28.71,"1,175.00",461,1.22%,13.04%,52.69%,49.91%,452.08%,2.57,1.65%,16.25%,22.11%,41.05,713.11,692.1,54.43,,,,,,,,,,,,,,,,,,,,
SJ Logistics,497,2.88%,488.85,"26,750",751.62,14.06,35.52,725,435,-4.89%,-0.12%,13.04%,170.48%,170.48%,3.39,-,-,26.18%,-,518.28,576.06,43.22,,,,,,,,,,,,,,,,,,,,
SJS Enterprises,"1,167.50",-1.14%,"1,190.00","1,24,657","3,657.27",31.37,30.71,"1,347.00",762.65,10.07%,40.65%,46.92%,156.00%,128.83%,5.46,0.21%,15.20%,18.77%,30.49,"1,007.68","1,029.67",76.51,,,,,,,,,,,,,,,,,,,,
SJVN,100.38,-2.69%,103.5,"39,02,011","39,447.28",49.34,43.14,159.65,80.54,4.04%,16.26%,-25.16%,265.68%,375.73%,2.86,1.42%,9.81%,4.68%,2.35,96.95,106.21,60.41,,,,,,,,,,,,,,,,,,,,
SKF India,"4,698.40",-0.76%,"4,750.00","36,772","23,227.93",41.3,32.26,"6,983.60","3,541.00",13.90%,26.79%,-24.68%,43.15%,224.44%,9,-,20.57%,27.06%,112.52,"4,196.81","4,537.08",69.67,,,,,,,,,,,,,,,,,,,,
Skipper,512.15,-0.41%,515.6,"5,46,500","5,778.26",38.84,39.32,665,323.05,9.79%,27.86%,44.55%,819.64%,1486.09%,4.86,0.02%,4.63%,20.35%,9.53,466.53,482.4,66.27,,,,,,,,,,,,,,,,,,,,
SKM Egg Products Export,254.87,2.80%,248.72,"2,37,334",671.07,18.86,39.33,292.2,154,31.85%,55.13%,1.53%,329.80%,646.33%,2.15,-,39.04%,36.56%,23.65,199.98,223.46,71.48,,,,,,,,,,,,,,,,,,,,
SKP Bearing Industries,227.5,-1.09%,232,"4,000",377.65,128.49,32.26,264.95,190,1.09%,7.36%,4.91%,214.01%,214.01%,7.46,-,25.33%,21.49%,6.43,228.16,228.94,52.13,,,,,,,,,,,,,,,,,,,,
Sky Gold And Diamonds,371,-0.52%,374.85,"2,88,212","5,442.53",41.23,39.14,488.55,120,22.06%,7.80%,205.83%,64.96%,64.96%,8,-,-,27.21%,-,338.01,340.58,57.63,,,,,,,,,,,,,,,,,,,,
Slone Infosystems,271.25,-4.99%,275.2,"9,600",142.92,20.31,16.54,476,91.5,5.81%,11.17%,163.61%,140.90%,140.90%,3.85,-,-,39.91%,-,263.69,255.82,58.34,,,,,,,,,,,,,,,,,,,,
Smartlink Holdings,164.93,-1.93%,169.99,"14,752",164.52,25.28,16.54,355.75,119.5,10.25%,24.26%,-43.80%,45.06%,138.34%,0.85,-,-,5.13%,-,150.24,193.46,61.54,,,,,,,,,,,,,,,,,,,,
SMC Global Securities,142.18,-0.05%,144.8,"5,25,353","1,488.62",10.2,32.57,177,101,31.15%,30.32%,-17.50%,52.80%,49.04%,1.22,1.69%,17.15%,19.82%,20.08,113.45,131.87,74.29,,,,,,,,,,,,,,,,,,,,
SML Isuzu,"1,879.20",-0.37%,"1,892.00","34,208","2,719.51",22.41,31.2,"2,293.70","1,028.40",19.89%,66.67%,-11.79%,259.79%,385.27%,7.13,-,11.15%,34.81%,84.64,"1,702.89","1,609.42",65.03,,,,,,,,,,,,,,,,,,,,
SMS Lifesciences,"1,190.70",-1.87%,"1,212.00","2,440",359.98,18.15,43.06,"1,749.65",776.2,-13.36%,12.89%,46.94%,71.29%,264.69%,1.86,0.12%,-,8.13%,-,"1,304.77","1,293.43",38.77,,,,,,,,,,,,,,,,,,,,
SMS Pharmaceuticals,256,-0.52%,257,"94,908","2,167.09",33.07,34.23,398,176.05,4.43%,34.75%,22.54%,223.03%,393.26%,3.58,0.16%,0.84%,12.75%,6.73,240.09,259.5,50.49,,,,,,,,,,,,,,,,,,,,
SMVD Poly Pack,18.95,-,18.6,-,19.01,-,30.71,21.7,8.25,5.28%,52.82%,49.21%,115.59%,303.19%,-0.97,-,-,194.13%,-,16.37,13.43,53.01,,,,,,,,,,,,,,,,,,,,
Snowman Logistics,62.8,0.16%,62.8,"9,09,971","1,049.31",184.53,35.52,91.65,43,23.38%,38.66%,-11.80%,114.33%,115.81%,2.58,1.59%,3.18%,7.52%,0.67,52.85,64.11,64.11,,,,,,,,,,,,,,,,,,,,
Sobha,"1,589.10",-1.50%,"1,610.60","1,46,024","16,986.72",182.16,27.46,"2,160.79","1,075.30",20.10%,30.56%,-20.84%,209.83%,635.76%,3.78,0.19%,1.95%,9.71%,4.55,"1,327.61","1,474.79",75.66,,,,,,,,,,,,,,,,,,,,
SoftTech Engineers,331.25,-1.12%,328.15,"2,302",457.36,344.58,41.34,612.05,287.7,-5.24%,2.95%,10.66%,252.02%,743.95%,2.68,-,-,7.43%,-,356.25,384.4,43.59,,,,,,,,,,,,,,,,,,,,
Solar Industries,"16,645.00",0.35%,"16,650.00","1,05,611","1,50,620.70",124.1,36.4,"17,129.00","8,482.50",25.25%,70.18%,77.08%,500.59%,1633.49%,34.22,0.06%,25.54%,30.00%,102.22,"13,694.36","11,073.63",75.21,,,,,,,,,,,,,,,,,,,,
Solara Active Pharma Sciences,509.75,-0.63%,513,"2,25,707","1,837.87",-,43.06,882.8,417.15,-3.01%,4.14%,15.69%,47.02%,1.74%,1.7,-,-,-34.59%,-,499.9,633.08,41.98,,,,,,,,,,,,,,,,,,,,
SOLARA RS. 7 PPD UP,365,3.31%,368.9,244,412.95,-,43.06,412.45,330,-2.67%,-2.67%,-2.67%,-2.67%,-2.67%,2.72,-,-,-,-,278.85,-,56.5,,,,,,,,,,,,,,,,,,,,
Solex Energy,"1,262.95",-2.00%,"1,262.95","4,250","1,364.30",33.12,44.35,"1,919.10",630.9,40.80%,73.21%,-14.28%,962.20%,4711.24%,8.67,0.04%,-,22.75%,-,949.43,"1,182.28",87.93,,,,,,,,,,,,,,,,,,,,
Solve Plastic Products,31.65,-4.09%,33,"2,400",13.83,11.81,30.71,112.45,25,-4.09%,-5.52%,-70.45%,-70.45%,-70.45%,1.44,-,-,35.07%,-,33.57,-,46.45,,,,,,,,,,,,,,,,,,,,
Soma Textiles & Industries,45.28,6.94%,43,"2,23,454",149.57,57.1,35.81,65.8,32.21,1.25%,18.47%,25.99%,556.23%,1546.55%,0.89,-,-,27.33%,-,43.43,42.88,47.09,,,,,,,,,,,,,,,,,,,,
Somany Ceramics,546.25,-2.49%,559,"59,015","2,240.15",37.53,28.5,872.6,395.25,18.36%,31.79%,-24.40%,-3.51%,389.03%,2.99,0.53%,11.93%,16.58%,22.32,454.5,574.97,85.3,,,,,,,,,,,,,,,,,,,,
Somi Conveyor Beltings,157.5,-1.69%,162.2,"6,025",185.53,34.32,35.52,235.58,125.15,-15.76%,-13.68%,7.31%,366.67%,929.41%,2.46,-,-,10.88%,-,180.71,175.3,36.51,,,,,,,,,,,,,,,,,,,,
Sona BLW Precision Forgings,510,-1.73%,520,"8,90,937","31,707.62",52.41,46.65,768.65,380,-1.89%,1.03%,-23.00%,-15.18%,41.20%,5.87,0.62%,18.49%,21.78%,9.41,494.43,587.02,48.01,,,,,,,,,,,,,,,,,,,,
Sona Machinery,83.2,-1.71%,85,"11,000",114.18,30.12,39.32,249.9,78.4,-14.18%,-6.52%,-47.17%,-36.61%,-36.61%,1.68,-,-,21.48%,-,91.92,126.1,38.97,,,,,,,,,,,,,,,,,,,,
Sonam,50.28,-2.50%,51.57,"48,467",201.28,32.64,35.52,96.7,35.2,23.69%,14.95%,28.20%,134.41%,425.94%,4.07,-,-,16.07%,-,42.4,59.06,78.77,,,,,,,,,,,,,,,,,,,,
Sonata Software,418.5,-2.28%,431,"13,53,678","11,735.78",28.29,41.34,763.7,286.4,5.52%,19.28%,-27.75%,66.32%,400.90%,7.04,1.02%,21.94%,26.58%,14.74,375.29,518.96,62.65,,,,,,,,,,,,,,,,,,,,
Sonu Infratech,132.7,-,-,-,137.33,12.44,27.46,145,48,9.35%,37.73%,163.03%,341.60%,252.93%,2.34,-,-,17.92%,-,121.04,94.14,62.43,,,,,,,,,,,,,,,,,,,,
Sotac Pharmaceuticals,126.25,0.48%,126.25,"1,200",139.51,17.31,43.06,202.8,88.05,1.00%,23.53%,3.48%,7.91%,7.91%,2.61,-,-,9.20%,-,114.13,128.43,50.05,,,,,,,,,,,,,,,,,,,,
South Indian Bank,30.1,-2.24%,30.81,"1,41,90,633","7,875.06",6.18,19.69,31.2,22.27,17.95%,25.78%,9.77%,325.74%,389.43%,0.8,1.30%,12.13%,5.80%,4.44,26.49,25.21,74.8,,,,,,,,,,,,,,,,,,,,
South West Pinnacle,148.04,-2.89%,153,"70,011",441.6,27.65,17.48,169,99.06,22.36%,42.41%,24.35%,-31.75%,608.33%,2.66,-,-,12.33%,-,127.97,128.67,67.15,,,,,,,,,,,,,,,,,,,,
Southern Petrochemical Industries,85.01,-2.24%,87.39,"7,73,451","1,731.15",11.37,19.56,96.7,66.22,8.40%,6.89%,7.34%,69.85%,421.53%,1.48,2.30%,30.51%,18.23%,8.47,83.97,80.6,53.29,,,,,,,,,,,,,,,,,,,,
SP Apparels,820,-0.89%,827.35,"13,970","2,057.59",21.76,35.08,"1,133.10",574,-8.19%,26.77%,38.08%,127.56%,1069.76%,2.42,-,12.37%,16.50%,36.96,793.9,851.5,50.54,,,,,,,,,,,,,,,,,,,,
SP Refractories,127.35,-,-,-,22.79,10.9,41.92,360.05,104.55,-5.63%,-3.71%,-64.63%,59.19%,41.34%,1.81,-,-,20.46%,-,134.95,201.4,45.13,,,,,,,,,,,,,,,,,,,,
Spacenet Enterprises,7.8,3.59%,7.57,"10,04,869",440.45,35.86,35.81,36.1,5.82,4.28%,2.77%,-74.70%,200.00%,500.00%,2.82,-,-,9.80%,-,7.93,15.32,40.61,,,,,,,,,,,,,,,,,,,,
Spandana Sphoorty Financial,279.35,-0.99%,283,"1,88,397","1,991.91",25.54,32.57,796,193,0.02%,11.34%,-64.03%,-16.64%,-48.51%,0.76,-,13.74%,12.39%,61.28,275.36,376.14,52.55,,,,,,,,,,,,,,,,,,,,
Speciality Restaurants,127.87,-1.93%,130.6,"35,388",616.79,28.91,43.96,199,114.41,-1.77%,6.05%,-26.14%,4.68%,256.18%,1.92,0.77%,34.99%,11.68%,6.25,135.32,148.73,43.08,,,,,,,,,,,,,,,,,,,,
Spectrum Electrical Industries,"1,640.00",4.24%,"1,603.00","6,446","2,559.48",124.4,44.35,"2,520.00","1,413.00",-0.82%,3.82%,-12.23%,2633.33%,3180.00%,14.72,0.06%,-,19.04%,-,"1,717.99","1,840.57",30.5,,,,,,,,,,,,,,,,,,,,
Spectrum Talent Management,115.7,-4.38%,116.55,"4,800",267.19,38.66,98.18,216,81,-1.36%,-11.00%,34.61%,-29.08%,-29.08%,1.75,-,-,6.98%,-,133.45,151.38,45.65,,,,,,,,,,,,,,,,,,,,
Spencers Retail,63.65,-2.11%,65.2,"1,29,837",573.73,-,35.81,115.9,55.15,0.55%,9.48%,-27.59%,-9.52%,-29.50%,-0.88,-,64.00%,-16.45%,-,64.52,81.05,53.02,,,,,,,,,,,,,,,,,,,,
SPL Industries,39,-1.44%,39.2,"8,559",113.1,11.73,35.81,70,30.4,4.31%,3.07%,-34.34%,-22.62%,53.54%,0.55,-,-,9.26%,-,36.43,50.47,51.39,,,,,,,,,,,,,,,,,,,,
SPML Infra,222.49,2.77%,216,"10,43,734","1,580.80",32.05,27.46,302.9,136.3,23.61%,40.24%,43.17%,513.77%,2596.85%,2,-,-,4.72%,-,187.97,211.18,66.14,,,,,,,,,,,,,,,,,,,,
Sportking,114.31,-1.72%,116.5,"1,70,487","1,518.86",13.52,21.41,159.54,69.91,-5.25%,45.41%,42.05%,10.87%,10.87%,1.47,0.87%,7.80%,11.58%,66.1,103.3,104.48,62.29,,,,,,,,,,,,,,,,,,,,
SPP Polymer,18.25,-,-,-,28.09,25,24.63,63,13.25,7.04%,-18.71%,-69.51%,-69.51%,-69.51%,0.55,-,-,12.20%,-,17.58,-,50.16,,,,,,,,,,,,,,,,,,,,
Sree Rayalaseema Hi-Strength Hypo,675,6.14%,641.15,"1,97,366","1,158.63",12.13,36.4,942,464.3,27.93%,36.32%,19.73%,55.53%,528.78%,1.18,0.47%,20.54%,12.94%,50.66,545.51,639.09,66.03,,,,,,,,,,,,,,,,,,,,
Sreeleathers,248.48,0.48%,251.78,"4,315",575.36,25.39,35.81,337.05,215.42,5.73%,11.34%,-10.73%,49.87%,77.74%,1.24,-,6.89%,8.64%,11.59,239.25,253.15,52.86,,,,,,,,,,,,,,,,,,,,
SRF,"3,115.80",0.99%,"3,090.00","3,83,939","92,360.05",73.16,36.4,"3,169.90","2,126.85",3.36%,5.31%,31.70%,37.67%,323.00%,7.24,0.23%,11.64%,12.90%,41.45,"2,956.71","2,619.54",61.9,,,,,,,,,,,,,,,,,,,,
